id_code,diagnosis
IM1260.000,-100
IM1260.001,-100
IM1261.000,-100
IM1261.001,-100
IM1262.000,-100
IM1262.001,-100
IM1266.000,-100
IM1266.001,-100
IM1268.000,-100
IM1268.001,-100
IM1269.000,-100
IM1269.001,-100
IM1270.000,-100
IM1270.001,-100
IM1272.000,-100
IM1272.001,-100
IM1275.000,-100
IM1275.001,-100
IM1277.000,-100
IM1277.001,-100
IM1280.000,-100
IM1280.001,-100
IM1282.000,-100
IM1282.001,-100
IM1284.000,-100
IM1284.001,-100
IM1286.000,-100
IM1286.001,-100
IM1289.000,-100
IM1289.001,-100
IM1290.000,-100
IM1290.001,-100
IM1291.000,-100
IM1291.001,-100
IM1292.000,-100
IM1292.001,-100
IM1293.000,-100
IM1293.001,-100
IM1294.000,-100
IM1294.001,-100
IM1295.000,-100
IM1295.001,-100
IM1296.000,-100
IM1296.001,-100
IM1297.000,-100
IM1297.001,-100
IM1298.000,-100
IM1298.001,-100
IM1299.000,-100
IM1299.001,-100
IM1300.000,-100
IM1300.001,-100
IM1301.000,-100
IM1301.001,-100
IM1303.000,-100
IM1303.001,-100
IM1306.000,-100
IM1306.001,-100
IM1307.000,-100
IM1307.001,-100
IM1309.000,-100
IM1309.001,-100
IM1310.000,-100
IM1310.001,-100
IM1312.000,-100
IM1312.001,-100
IM1313.000,-100
IM1313.001,-100
IM1314.000,-100
IM1314.001,-100
IM1315.000,-100
IM1315.001,-100
IM1316.000,-100
IM1316.001,-100
IM1319.000,-100
IM1319.001,-100
IM1320.000,-100
IM1320.001,-100
IM1322.000,-100
IM1322.001,-100
IM1323.000,-100
IM1323.001,-100
IM1324.000,-100
IM1324.001,-100
IM1325.000,-100
IM1325.001,-100
IM1327.000,-100
IM1327.001,-100
IM1329.000,-100
IM1329.001,-100
IM1331.000,-100
IM1331.001,-100
IM1332.000,-100
IM1332.001,-100
IM1334.000,-100
IM1334.001,-100
IM1335.000,-100
IM1335.001,-100
IM1336.000,-100
IM1336.001,-100
IM1340.000,-100
IM1340.001,-100
IM1341.000,-100
IM1341.001,-100
IM1342.000,-100
IM1342.001,-100
IM1344.000,-100
IM1344.001,-100
IM1346.000,-100
IM1346.001,-100
IM1347.000,-100
IM1347.001,-100
IM1348.000,-100
IM1348.001,-100
IM1350.000,-100
IM1350.001,-100
IM1351.000,-100
IM1351.001,-100
IM1352.000,-100
IM1352.001,-100
IM1353.000,-100
IM1353.001,-100
IM1355.000,-100
IM1355.001,-100
IM1356.000,-100
IM1356.001,-100
IM1357.000,-100
IM1357.001,-100
IM1360.000,-100
IM1360.001,-100
IM1362.000,-100
IM1362.001,-100
IM1366.000,-100
IM1366.001,-100
IM1368.000,-100
IM1368.001,-100
IM1371.000,-100
IM1371.001,-100
IM1372.000,-100
IM1372.001,-100
IM1374.000,-100
IM1374.001,-100
IM1377.000,-100
IM1377.001,-100
IM1378.000,-100
IM1378.001,-100
IM1379.000,-100
IM1379.001,-100
IM1380.000,-100
IM1380.001,-100
IM1381.000,-100
IM1381.001,-100
IM1384.000,-100
IM1384.001,-100
IM1386.000,-100
IM1386.001,-100
IM1390.000,-100
IM1390.001,-100
IM1391.000,-100
IM1391.001,-100
IM1392.000,-100
IM1392.001,-100
IM1395.000,-100
IM1395.001,-100
IM1397.000,-100
IM1397.001,-100
IM1398.000,-100
IM1398.001,-100
IM1400.000,-100
IM1400.001,-100
IM1401.000,-100
IM1401.001,-100
IM1402.000,-100
IM1402.001,-100
IM1403.000,-100
IM1403.001,-100
IM1406.000,-100
IM1406.001,-100
IM1408.000,-100
IM1408.001,-100
IM1409.000,-100
IM1409.001,-100
IM1410.000,-100
IM1410.001,-100
IM1414.000,-100
IM1414.001,-100
IM1419.000,-100
IM1419.001,-100
IM1420.000,-100
IM1420.001,-100
IM1421.000,-100
IM1421.001,-100
IM1423.000,-100
IM1423.001,-100
IM1424.000,-100
IM1424.001,-100
IM1426.000,-100
IM1426.001,-100
IM1427.000,-100
IM1427.001,-100
IM1428.000,-100
IM1428.001,-100
IM1433.000,-100
IM1433.001,-100
IM1434.000,-100
IM1434.001,-100
IM1436.000,-100
IM1436.001,-100
IM1437.000,-100
IM1437.001,-100
IM1440.000,-100
IM1440.001,-100
IM1441.000,-100
IM1441.001,-100
IM1442.000,-100
IM1442.001,-100
IM1443.000,-100
IM1443.001,-100
IM1444.000,-100
IM1444.001,-100
IM1445.000,-100
IM1445.001,-100
IM1447.000,-100
IM1447.001,-100
IM1449.000,-100
IM1449.001,-100
IM1450.000,-100
IM1450.001,-100
IM1452.000,-100
IM1452.001,-100
IM1454.000,-100
IM1454.001,-100
IM1456.000,-100
IM1456.001,-100
IM1458.000,-100
IM1458.001,-100
IM1460.000,-100
IM1460.001,-100
IM1463.000,-100
IM1463.001,-100
IM1465.000,-100
IM1465.001,-100
IM1467.000,-100
IM1467.001,-100
IM1468.000,-100
IM1468.001,-100
IM1470.000,-100
IM1470.001,-100
IM1471.000,-100
IM1471.001,-100
IM1473.000,-100
IM1473.001,-100
IM1474.000,-100
IM1474.001,-100
IM1475.000,-100
IM1475.001,-100
IM1479.000,-100
IM1479.001,-100
IM1480.000,-100
IM1480.001,-100
IM1485.000,-100
IM1485.001,-100
IM1487.000,-100
IM1487.001,-100
IM1488.000,-100
IM1488.001,-100
IM1489.000,-100
IM1489.001,-100
IM1490.000,-100
IM1490.001,-100
IM1491.000,-100
IM1491.001,-100
IM1492.000,-100
IM1492.001,-100
IM1494.000,-100
IM1494.001,-100
IM1496.000,-100
IM1496.001,-100
IM1498.000,-100
IM1498.001,-100
IM1499.000,-100
IM1499.001,-100
IM1500.000,-100
IM1500.001,-100
IM1501.000,-100
IM1501.001,-100
IM1502.000,-100
IM1502.001,-100
IM1504.000,-100
IM1504.001,-100
IM1505.000,-100
IM1505.001,-100
IM1506.000,-100
IM1506.001,-100
IM1507.000,-100
IM1507.001,-100
IM1510.000,-100
IM1510.001,-100
IM1511.000,-100
IM1511.001,-100
IM1515.000,-100
IM1515.001,-100
IM1516.000,-100
IM1516.001,-100
IM1517.000,-100
IM1517.001,-100
IM1519.000,-100
IM1519.001,-100
IM1521.000,-100
IM1521.001,-100
IM1524.000,-100
IM1524.001,-100
IM1525.000,-100
IM1525.001,-100
IM1527.000,-100
IM1527.001,-100
IM1529.000,-100
IM1529.001,-100
IM1532.000,-100
IM1532.001,-100
IM1533.000,-100
IM1533.001,-100
IM1535.000,-100
IM1535.001,-100
IM1537.000,-100
IM1537.001,-100
IM1540.000,-100
IM1540.001,-100
IM1541.000,-100
IM1541.001,-100
IM1543.000,-100
IM1543.001,-100
IM1544.000,-100
IM1544.001,-100
IM1545.000,-100
IM1545.001,-100
IM1546.000,-100
IM1546.001,-100
IM1548.000,-100
IM1548.001,-100
IM1550.000,-100
IM1550.001,-100
IM1555.000,-100
IM1555.001,-100
IM1556.000,-100
IM1556.001,-100
IM1558.000,-100
IM1558.001,-100
IM1560.000,-100
IM1560.001,-100
IM1562.000,-100
IM1562.001,-100
IM1563.000,-100
IM1563.001,-100
IM1564.000,-100
IM1564.001,-100
IM1565.000,-100
IM1565.001,-100
